                    , A_C10, A_C11, A_C13, A_C14, A_C15, A_C19, A_C17, A_J2, A_J21, A_C12, A_C1, A_C18, A_J26, A_J29, A_J27, A_J28, A_J25, A_J24, A_J23, A_J22, A_J1, B_J20, B_C10, B_C11, B_C13, B_C14, B_C15, B_C19, B_C17, B_J2, B_J21, B_C12, B_C1, B_C18, B_J26, B_J29, B_J27, B_J28, B_J25, B_J24, B_J23, B_J22, B_J1, B_J20
A_7/11/2022 12:53:12,     5,     3,     0,     2,     0,     4,     0,    0,     0,     0,    1,     0,     0,     0,     0,     0,     0,     0,     0,     0,    0,     0,     5,     3,     0,     2,     0,     4,     0,    0,     0,     0,    1,     0,     0,     0,     0,     0,     0,     0,     0,     0,    0,     0
A_7/11/2022 13:05:33,     0,     0,     0,     0,     3,     0,     0,    0,     0,     0,    4,     0,     0,     0,     0,     0,     0,     1,     0,     0,    0,     5,     0,     0,     0,     0,     3,     0,     0,    0,     0,     0,    4,     0,     0,     0,     0,     0,     0,     1,     0,     0,    0,     5
A_7/11/2022 15:42:33,     0,     0,     0,     5,     0,     0,     0,    0,     0,     0,    2,     1,     0,     0,     0,     0,     0,     3,     0,     0,    0,     4,     0,     0,     0,     5,     0,     0,     0,    0,     0,     0,    2,     1,     0,     0,     0,     0,     0,     3,     0,     0,    0,     4
A_7/11/2022 19:53:22,     0,     0,     0,     0,     3,     0,     0,    4,     0,     0,    2,     0,     0,     0,     0,     5,     0,     1,     0,     0,    0,     0,     0,     0,     0,     0,     3,     0,     0,    4,     0,     0,    2,     0,     0,     0,     0,     5,     0,     1,     0,     0,    0,     0
A_7/12/2022 10:25:31,     0,     3,     0,     4,     0,     0,     0,    0,     0,     0,    2,     0,     0,     0,     0,     5,     1,     0,     0,     0,    0,     0,     0,     3,     0,     4,     0,     0,     0,    0,     0,     0,    2,     0,     0,     0,     0,     5,     1,     0,     0,     0,    0,     0
A_7/12/2022 11:24:12,     3,     0,     0,     2,     0,     5,     0,    0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     4,     0,     0,    0,     1,     3,     0,     0,     2,     0,     5,     0,    0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     4,     0,     0,    0,     1
A_7/12/2022 13:01:27,     0,     3,     0,     0,     0,     0,     0,    0,     0,     0,    2,     0,     5,     0,     0,     0,     1,     0,     0,     4,    0,     0,     0,     3,     0,     0,     0,     0,     0,    0,     0,     0,    2,     0,     5,     0,     0,     0,     1,     0,     0,     4,    0,     0
A_7/13/2022 12:02:42,     4,     1,     0,     5,     0,     0,     0,    0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    2,     3,     4,     1,     0,     5,     0,     0,     0,    0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    2,     3
A_7/13/2022 12:13:09,     4,     3,     5,     1,     0,     0,     0,    0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     2,     0,     0,    0,     0,     4,     3,     5,     1,     0,     0,     0,    0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     2,     0,     0,    0,     0
A_7/13/2022 12:15:52,     0,     0,     1,     2,     0,     0,     0,    0,     5,     0,    0,     0,     0,     0,     0,     4,     0,     3,     0,     0,    0,     0,     0,     0,     1,     2,     0,     0,     0,    0,     5,     0,    0,     0,     0,     0,     0,     4,     0,     3,     0,     0,    0,     0
A_7/13/2022 12:55:09,     2,     0,     0,     4,     5,     0,     3,    0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    1,     0,     2,     0,     0,     4,     5,     0,     3,    0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    1,     0
A_7/13/2022 13:07:58,     5,     0,     0,     0,     0,     0,     1,    0,     3,     0,    0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    0,     4,     5,     0,     0,     0,     0,     0,     1,    0,     3,     0,    0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    0,     4
A_7/13/2022 15:35:50,     4,     1,     0,     3,     5,     0,     0,    0,     2,     0,    0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    0,     0,     4,     1,     0,     3,     5,     0,     0,    0,     2,     0,    0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    0,     0
A_7/13/2022 17:33:11,     0,     4,     0,     5,     0,     1,     0,    0,     0,     0,    3,     0,     0,     0,     0,     0,     2,     0,     0,     0,    0,     0,     0,     4,     0,     5,     0,     1,     0,    0,     0,     0,    3,     0,     0,     0,     0,     0,     2,     0,     0,     0,    0,     0
A_7/13/2022 20:28:48,     0,     0,     1,     5,     0,     3,     0,    0,     0,     0,    0,     0,     0,     0,     4,     0,     0,     0,     0,     2,    0,     0,     0,     0,     1,     5,     0,     3,     0,    0,     0,     0,    0,     0,     0,     0,     4,     0,     0,     0,     0,     2,    0,     0
A_7/13/2022 21:48:31,     0,     0,     0,     3,     0,     0,     1,    0,     0,     0,    0,     0,     0,     0,     5,     0,     0,     0,     0,     0,    2,     4,     0,     0,     0,     3,     0,     0,     1,    0,     0,     0,    0,     0,     0,     0,     5,     0,     0,     0,     0,     0,    2,     4
A_7/13/2022 22:15:00,     0,     1,     3,     0,     0,     0,     0,    4,     0,     0,    0,     0,     5,     0,     0,     0,     0,     0,     0,     2,    0,     0,     0,     1,     3,     0,     0,     0,     0,    4,     0,     0,    0,     0,     5,     0,     0,     0,     0,     0,     0,     2,    0,     0
A_7/13/2022 22:21:11,     0,     3,     4,     2,     0,     0,     0,    0,     0,     0,    1,     0,     0,     0,     0,     0,     0,     5,     0,     0,    0,     0,     0,     3,     4,     2,     0,     0,     0,    0,     0,     0,    1,     0,     0,     0,     0,     0,     0,     5,     0,     0,    0,     0
A_7/14/2022 10:31:30,     0,     2,     0,     5,     0,     0,     0,    0,     0,     0,    1,     0,     0,     0,     0,     0,     0,     3,     0,     4,    0,     0,     0,     2,     0,     5,     0,     0,     0,    0,     0,     0,    1,     0,     0,     0,     0,     0,     0,     3,     0,     4,    0,     0
A_7/14/2022 12:37:50,     0,     0,     3,     2,     0,     0,     0,    0,     0,     0,    1,     0,     5,     0,     0,     0,     0,     0,     0,     0,    4,     0,     0,     0,     3,     2,     0,     0,     0,    0,     0,     0,    1,     0,     5,     0,     0,     0,     0,     0,     0,     0,    4,     0
A_7/15/2022 12:08:50,     0,     0,     0,     0,     0,     0,     0,    0,     4,     0,    1,     2,     5,     0,     0,     0,     0,     0,     0,     3,    0,     0,     0,     0,     0,     0,     0,     0,     0,    0,     4,     0,    1,     2,     5,     0,     0,     0,     0,     0,     0,     3,    0,     0
A_7/15/2022 13:31:25,     0,     2,     0,     4,     0,     0,     1,    0,     0,     0,    3,     0,     0,     0,     0,     0,     0,     0,     0,     0,    0,     5,     0,     2,     0,     4,     0,     0,     1,    0,     0,     0,    3,     0,     0,     0,     0,     0,     0,     0,     0,     0,    0,     5
A_7/15/2022 15:19:29,     0,     2,     0,     0,     0,     3,     0,    0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     0,     0,     1,    0,     0,     0,     2,     0,     0,     0,     3,     0,    0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     0,     0,     1,    0,     0
A_7/17/2022 15:43:07,     1,     0,     0,     2,     0,     0,     0,    0,     0,     0,    0,     3,     5,     0,     4,     0,     0,     0,     0,     0,    0,     0,     1,     0,     0,     2,     0,     0,     0,    0,     0,     0,    0,     3,     5,     0,     4,     0,     0,     0,     0,     0,    0,     0
A_7/18/2022 0:05:52 ,     4,     3,     0,     0,     0,     0,     0,    1,     0,     0,    2,     0,     0,     0,     0,     0,     0,     5,     0,     0,    0,     0,     4,     3,     0,     0,     0,     0,     0,    1,     0,     0,    2,     0,     0,     0,     0,     0,     0,     5,     0,     0,    0,     0
A_7/18/2022 14:20:34,     0,     0,     0,     3,     0,     0,     0,    0,     0,     0,    4,     0,     0,     0,     2,     0,     1,     5,     0,     0,    0,     0,     0,     0,     0,     3,     0,     0,     0,    0,     0,     0,    4,     0,     0,     0,     2,     0,     1,     5,     0,     0,    0,     0
A_7/18/2022 15:46:50,     0,     1,     3,     5,     0,     4,     0,    0,     0,     0,    2,     0,     0,     0,     0,     0,     0,     0,     0,     0,    0,     0,     0,     1,     3,     5,     0,     4,     0,    0,     0,     0,    2,     0,     0,     0,     0,     0,     0,     0,     0,     0,    0,     0
A_7/18/2022 23:50:16,     0,     3,     4,     0,     5,     0,     0,    0,     0,     0,    2,     0,     0,     0,     0,     0,     0,     0,     0,     1,    0,     0,     0,     3,     4,     0,     5,     0,     0,    0,     0,     0,    2,     0,     0,     0,     0,     0,     0,     0,     0,     1,    0,     0
A_7/19/2022 9:59:28 ,     0,     4,     3,     0,     0,     2,     0,    0,     0,     0,    1,     0,     0,     0,     0,     0,     0,     5,     0,     0,    0,     0,     0,     4,     3,     0,     0,     2,     0,    0,     0,     0,    1,     0,     0,     0,     0,     0,     0,     5,     0,     0,    0,     0
A_7/19/2022 14:56:52,     1,     0,     0,     0,     0,     0,     0,    0,     0,     0,    0,     3,     0,     0,     0,     0,     0,     0,     0,     0,    0,     2,     1,     0,     0,     0,     0,     0,     0,    0,     0,     0,    0,     3,     0,     0,     0,     0,     0,     0,     0,     0,    0,     2
A_7/19/2022 18:36:20,     0,     0,     0,     0,     1,     0,     5,    0,     0,     0,    4,     0,     3,     0,     0,     2,     0,     0,     0,     0,    0,     0,     0,     0,     0,     0,     1,     0,     5,    0,     0,     0,    4,     0,     3,     0,     0,     2,     0,     0,     0,     0,    0,     0
A_7/20/2022 11:41:59,     2,     0,     0,     1,     0,     0,     0,    0,     0,     0,    0,     0,     0,     0,     0,     4,     0,     0,     0,     0,    3,     5,     2,     0,     0,     1,     0,     0,     0,    0,     0,     0,    0,     0,     0,     0,     0,     4,     0,     0,     0,     0,    3,     5
A_7/20/2022 13:24:33,     0,     0,     0,     0,     0,     0,     0,    1,     3,     0,    0,     0,     0,     0,     2,     0,     4,     0,     0,     5,    0,     0,     0,     0,     0,     0,     0,     0,     0,    1,     3,     0,    0,     0,     0,     0,     2,     0,     4,     0,     0,     5,    0,     0
A_7/20/2022 15:53:46,     0,     1,     4,     0,     0,     0,     0,    0,     0,     0,    2,     0,     0,     0,     5,     0,     0,     0,     0,     3,    0,     0,     0,     1,     4,     0,     0,     0,     0,    0,     0,     0,    2,     0,     0,     0,     5,     0,     0,     0,     0,     3,    0,     0
A_7/20/2022 22:24:39,     0,     1,     0,     0,     0,     0,     0,    0,     0,     0,    4,     0,     0,     0,     0,     0,     0,     3,     0,     5,    2,     0,     0,     1,     0,     0,     0,     0,     0,    0,     0,     0,    4,     0,     0,     0,     0,     0,     0,     3,     0,     5,    2,     0
A_7/21/2022 20:11:44,     0,     0,     0,     0,     0,     0,     0,    0,     5,     0,    0,     0,     2,     0,     1,     3,     4,     0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     0,     0,    0,     5,     0,    0,     0,     2,     0,     1,     3,     4,     0,     0,     0,    0,     0
A_7/21/2022 23:37:57,     0,     4,     5,     0,     0,     0,     0,    0,     3,     0,    0,     0,     0,     0,     0,     2,     1,     0,     0,     0,    0,     0,     0,     4,     5,     0,     0,     0,     0,    0,     3,     0,    0,     0,     0,     0,     0,     2,     1,     0,     0,     0,    0,     0
A_7/22/2022 12:05:54,     2,     1,     0,     0,     0,     0,     0,    0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    0,     3,     2,     1,     0,     0,     0,     0,     0,    0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    0,     3
A_7/22/2022 14:38:47,     4,     0,     2,     1,     0,     0,     0,    0,     0,     0,    0,     0,     0,     0,     0,     5,     0,     0,     0,     0,    3,     0,     4,     0,     2,     1,     0,     0,     0,    0,     0,     0,    0,     0,     0,     0,     0,     5,     0,     0,     0,     0,    3,     0
A_7/22/2022 15:33:18,     1,     0,     0,     0,     4,     0,     0,    0,     0,     0,    0,     5,     0,     0,     0,     2,     0,     0,     0,     0,    0,     3,     1,     0,     0,     0,     4,     0,     0,    0,     0,     0,    0,     5,     0,     0,     0,     2,     0,     0,     0,     0,    0,     3
A_7/22/2022 18:00:16,     0,     5,     0,     0,     2,     0,     0,    0,     0,     0,    0,     0,     0,     0,     3,     0,     0,     1,     0,     0,    0,     0,     0,     5,     0,     0,     2,     0,     0,    0,     0,     0,    0,     0,     0,     0,     3,     0,     0,     1,     0,     0,    0,     0
A_7/23/2022 16:51:31,     0,     0,     0,     1,     4,     0,     0,    0,     0,     0,    0,     0,     3,     0,     0,     0,     0,     2,     0,     0,    0,     5,     0,     0,     0,     1,     4,     0,     0,    0,     0,     0,    0,     0,     3,     0,     0,     0,     0,     2,     0,     0,    0,     5
A_7/23/2022 20:00:14,     0,     1,     5,     0,     0,     0,     4,    0,     0,     0,    2,     0,     0,     0,     0,     0,     0,     0,     0,     0,    0,     3,     0,     1,     5,     0,     0,     0,     4,    0,     0,     0,    2,     0,     0,     0,     0,     0,     0,     0,     0,     0,    0,     3
A_7/24/2022 11:04:59,     3,     0,     0,     0,     0,     4,     0,    0,     0,     0,    2,     0,     0,     0,     0,     0,     0,     0,     0,     1,    5,     0,     3,     0,     0,     0,     0,     4,     0,    0,     0,     0,    2,     0,     0,     0,     0,     0,     0,     0,     0,     1,    5,     0
A_7/24/2022 22:03:36,     0,     0,     0,     2,     5,     0,     0,    0,     4,     0,    3,     0,     0,     0,     0,     0,     0,     0,     0,     1,    0,     0,     0,     0,     0,     2,     5,     0,     0,    0,     4,     0,    3,     0,     0,     0,     0,     0,     0,     0,     0,     1,    0,     0
A_7/25/2022 11:16:00,     0,     0,     0,     0,     0,     0,     1,    0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     0,     1,    0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    0,     0
